customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
6558-PAHBY,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,40.34,1028.11,No
6158-YTCQD,Male,0,Yes,No,33,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),25.66,886.37,No
8843-RNCXB,Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),42.22,1113.34,Yes
2352-UFEVF,Female,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.69,715.76,No
6309-DKUFG,Male,1,Yes,No,31,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.95,1906.71,Yes
4732-SCSCL,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,85.39,3409.11,No
5918-JKTDC,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),54.38,104.26,Yes
5403-NXVXB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,115.6,8189.49,Yes
3909-SMLNW,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.0,161.33,Yes
5092-QOYVZ,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),36.47,596.41,No
1470-LEQEV,Male,1,Yes,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,48.29,1556.05,No
8120-WEJZN,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,41.06,0.0,No
5464-MFCFT,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,41.68,2759.57,No
8610-ROWKD,Male,0,Yes,Yes,14,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,34.97,556.64,Yes
9444-QNXAN,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),73.09,1545.4,No
9797-ZJQTD,Male,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.04,5226.85,Yes
3936-OSTTA,Male,0,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),68.3,2573.21,Yes
4520-CODGZ,Female,0,No,No,19,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.75,1442.07,Yes
9792-VHXQH,Female,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,50.62,6.74,No
6701-NTSJU,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,49.65,3603.03,No
7371-ZLMIP,Female,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.23,926.95,Yes
6165-UJNRP,Male,0,Yes,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,71.46,3611.26,Yes
1970-WNGLP,Male,0,Yes,No,37,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,51.04,1896.34,No
4986-GTYWI,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,95.86,1420.73,Yes
3862-FKXOX,Female,0,No,No,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),68.61,2702.4,No
8466-DFMYM,Male,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),24.46,1107.83,Yes
9597-EJQSZ,Female,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.65,1288.96,No
4992-FHXSN,Female,1,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),114.75,6009.3,No
7610-GNULY,Male,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.27,4927.58,No
6390-WZIOB,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,101.49,3860.97,No
4626-HCCPE,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,40.08,670.54,Yes
6883-JAKMU,Male,1,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),100.3,6837.9,No
5194-VGVCY,Female,1,Yes,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.38,706.75,No
2791-GEUHW,Male,1,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,44.69,2034.72,Yes
7573-VGDIN,Female,1,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,82.2,430.8,No
6653-JLUBF,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.02,3501.68,Yes
1943-JELVB,Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,58.09,942.48,Yes
8325-PSMMW,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),96.72,2806.05,No
4278-QJICR,Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,79.43,3139.42,No
8698-BLPIE,Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),34.56,2364.82,No
3771-JPCYY,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,94.14,5761.61,No
3155-UHYWN,Female,0,No,No,39,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,50.16,1954.55,No
9623-WJCEE,Male,0,No,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,110.43,6740.55,No
4847-RWROJ,Female,0,Yes,No,23,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,44.39,944.15,No
5820-DKFFB,Female,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,110.43,596.64,Yes
6232-EMCNN,Male,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,46.23,1790.01,No
8208-SAWCK,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.5,6980.4,No
7506-STKSC,Male,0,No,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.46,2376.45,No
1630-GLFBQ,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),117.0,1545.98,Yes
9135-VGSTS,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,107.91,4691.5,No
5102-PLVXH,Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.92,156.43,No
7314-GLNNQ,Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,78.52,1670.53,No
2944-PPJIU,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),43.62,2629.22,No
7381-WMKRP,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,46.26,722.99,No
6623-WVMCO,Female,1,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),95.69,6623.32,No
6347-BCBFL,Male,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,25.07,698.4,Yes
7427-OOXSY,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,83.83,965.08,No
5988-WEYBR,Male,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.5,2000.3,No
1468-YLZUN,Female,0,Yes,No,44,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),99.42,4443.15,No
1939-PLBYT,Male,0,No,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),24.52,474.93,Yes
4844-TDBEP,Female,1,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),50.24,2920.57,No
2738-JORLX,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.71,2051.59,Yes
5907-FXYAO,Female,0,Yes,No,63,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),80.56,5067.36,No
3332-ANSQU,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),88.68,4475.09,No
3096-ZATBF,Male,0,Yes,Yes,42,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,18.61,834.05,Yes
5608-PCXLB,Male,0,No,No,17,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,77.29,1313.13,No
9088-QSVTI,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),57.09,3009.21,Yes
6592-EDPQL,Female,0,No,No,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,97.36,5738.16,No
1107-OBBSC,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),78.15,5411.4,No
8219-XEREU,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.3,116.87,No
7235-ZRMFR,Male,0,No,Yes,36,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,92.42,3308.57,Yes
3478-MOFTR,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),86.02,4131.17,Yes
2313-ZIVER,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),74.43,2470.8,Yes
5828-MDPIZ,Male,0,No,Yes,66,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,63.31,4112.91,No
4342-JHZRD,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,90.86,3117.37,No
1156-CLNWZ,Female,0,No,No,8,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.89,789.41,No
5596-SDFBA,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.44,1931.06,No
5159-JZGWG,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,112.42,6699.15,No
2354-DVASL,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,105.1,5763.7,No
6021-BEMBC,Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),64.5,724.33,No
2631-RHNNU,Female,0,No,Yes,70,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,20.56,1443.39,Yes
2241-QZJZA,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),113.32,8009.79,No
6348-YFEJK,Male,1,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.41,154.91,No
5519-TPOSI,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),71.12,4175.83,No
3290-ITJKG,Male,0,Yes,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),98.51,4331.16,No
1530-BRWTT,Female,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Mailed check,39.86,1960.6,No
9896-OKDJV,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.69,1833.06,No
4440-SPMVP,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,94.48,4450.65,Yes
8010-YVSAQ,Female,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.21,1047.91,No
2922-PPQRP,Male,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.92,548.85,Yes
2346-AQWJY,Male,1,No,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,66.28,1860.67,Yes
2837-SWZBW,Female,0,No,No,42,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),32.86,1400.19,No
8996-TEDJA,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.19,6064.5,Yes
9069-PAVBC,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,55.22,183.93,Yes
4494-FVVZX,Female,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.54,1127.88,Yes
8435-RJZQA,Female,0,Yes,No,13,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),111.27,1473.1,Yes
5844-DOBNE,Male,1,No,No,51,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,38.09,1968.6,Yes
9774-IZUAH,Male,0,No,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),19.48,1383.96,Yes
8350-TWZPK,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),56.28,205.01,Yes
6963-WSOXO,Female,1,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),99.89,5656.03,Yes
7464-VVPYN,Female,1,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,20.75,749.41,No
1267-QNPEP,Female,0,Yes,No,47,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,102.6,4824.73,No
1695-YALAI,Female,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),40.81,1511.54,No
5631-WKHAL,Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,90.05,5899.81,No
4947-EPPAA,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),64.05,668.06,No
8229-XHELU,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.14,1847.76,No
3884-QRIHX,Male,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,63.47,3780.44,No
3800-CUBAV,Male,0,No,Yes,40,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.42,1648.58,No
7561-TLLJU,Female,1,No,No,31,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),47.23,1508.01,No
9853-NBUNH,Female,1,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),98.55,4981.21,No
1039-QGOQZ,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),104.63,431.51,No
4890-JSOQK,Female,0,No,No,66,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.68,4952.4,No
7880-XDHTZ,Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),106.26,6872.41,Yes
7827-ALPBU,Female,0,No,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,87.04,4456.27,No
4723-BSUWB,Male,0,No,Yes,48,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),44.91,2123.67,No
4426-NYDNZ,Male,0,No,No,28,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.26,2843.35,Yes
3066-RWBJM,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),29.92,1172.67,Yes
5492-NKPGA,Male,0,Yes,No,69,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.4,4190.67,Yes
4429-BCDRH,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,60.1,447.99,Yes
1166-LPIZV,Female,0,Yes,No,58,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,71.48,4135.84,No
1778-PVHGA,Female,1,No,No,54,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,93.36,5083.76,No
8981-QKEJF,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),30.52,0.0,Yes
7479-LGMWE,Male,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.26,2300.49,No
4530-YUWYW,Female,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),64.64,3900.99,Yes
3811-EJRXF,Male,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,45.15,726.07,No
7940-KCUDS,Female,0,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),99.68,5715.65,No
3358-GEVNB,Female,0,Yes,No,15,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),68.42,970.26,Yes
1202-NFUFL,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,98.45,5615.63,No
9896-PGBWI,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,44.39,2712.36,No
1973-QWNGM,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),103.07,5071.66,No
5855-XNQAF,Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),30.37,765.7,No
4065-AAANX,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),118.63,1892.93,No
3027-VOOEE,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.21,4166.83,Yes
5878-JUSAP,Male,0,No,Yes,67,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.62,5688.66,No
6534-FBFYM,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,52.48,2665.57,No
3550-KISKK,Female,1,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,83.63,3543.06,Yes
4965-YFEHH,Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),109.04,5198.46,Yes
7659-CBPEZ,Female,1,No,Yes,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,41.05,2832.57,No
6561-CFVTN,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),56.73,880.28,No
3273-OCFVU,Male,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),29.91,721.82,No
4457-ZEDLT,Female,0,No,No,71,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,81.31,5721.21,No
7238-UOAVY,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.56,1034.24,Yes
3958-KOQDL,Female,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,100.77,4932.98,No
8343-QRWJO,Female,0,Yes,No,17,No,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),30.3,591.93,No
6816-FITEU,Male,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),31.83,1742.05,No
9387-GEODN,Female,0,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,50.57,3214.57,No
4055-FCUTM,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,50.34,3557.83,No
9217-BFRUM,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),88.91,4978.79,No
1833-YDSPN,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,56.82,856.71,No
5006-GCFSO,Female,1,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,73.67,4273.79,No
2364-WWINS,Male,0,Yes,No,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,73.83,4974.22,No
7926-XSLLU,Female,1,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.64,598.67,No
7517-BQTUA,Female,1,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),111.27,2856.7,No
9005-YZQAU,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,39.35,1887.43,Yes
4176-HOWQW,Male,0,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.23,1170.9,Yes
6762-RJTFC,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,64.66,485.71,Yes
8194-KNNIF,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),73.54,414.22,No
4303-BCEDA,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,88.39,4867.41,No
4696-JSYAL,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,114.85,1258.4,Yes
4261-IJQQN,Male,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,18.13,303.14,Yes
8647-RZDXG,Male,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,90.75,6620.39,No
2859-TWAJQ,Female,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),34.0,299.0,No
8592-GSVDC,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),96.28,3974.76,No
5391-MFZWO,Female,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.72,3877.98,Yes
4506-PZWRU,Female,0,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),72.22,1429.2,No
6370-PPQLN,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),65.29,25.27,No
1991-GRHGH,Female,1,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.77,137.22,No
5651-PPVQO,Female,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.56,2354.7,No
8730-MJFHQ,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),110.48,3615.04,No
1118-QVTHB,Female,0,No,Yes,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,90.55,3163.18,Yes
